词频,单词,发音,中文
2,lonely,[l??nli],adj.孤独的 寂寞的 偏僻的 人迹罕至的
2,along,[?'l??],adv.往前 向前 prep.顺着 沿着
2,river,[?r?v?],n.河 江
2,tree,[tri?],n.树 木料 树状物vt.赶上树n.[计] 显示驱动器的子目录结构vi.爬上树 逃上树
2,bulk,[b?lk],n.大小 体积 大批 大多数 散装vt.显得大 显得重要 
2,approximately,[?'pr?ks?m?tli],adv.近似地 大约
2,precisely,[pr?'sa?sli],adv.adv.正好
2,distinguish,[d?'st??ɡw??],v.区别 辨别
2,natural,[n?t??r?l],adj.自然的 自然界的 关于自然界的 天生的 天赋的 普通的 正常的 简单自然的 本位号
2,continually,[k?n't?nj??l?],adv.不断地 频繁地
2,superior,[s?'p??ri?],n.长者 高手 上级adj.较高的 上级的 上好的 出众的 高傲的
2,tradition,[tr?'d???n],n.传统 惯例
2,introduce,[?ntr?'dju?s],vt.介绍 传入 引进 提出
2,refine,[r?'fa?n],vt.精炼 精制 使文雅高尚
2,mammal,[m?m?l],n.哺乳动物
2,assume,[?'sju?m],vt.假定 设想 采取 呈现
2,decimal,[des?m?l],adj.十进的 小数的 以十为基础的 十进制n.小数
2,decimally,[des?m?l?],adv.用十进制 用小数
2,serve,[s??v],v.当仆人 服务 服役 供职 招待 侍候 供应 适合n.发球
2,linguistic,[l??'ɡw?st?k],adj.语言上的 语言学上的
2,diversity,[da?'v??s?ti],n.差异 多样性
2,spotlight,[sp?tla?t],n.聚光灯
2,dietary,[da??t?ri],adj.饭食的n.规定的食物 饮食之规定
2,york,[j??k], 约克角[澳大利亚东北部] 在约克角半岛  <板球>使击球员出局
2,systematic,[s?st?'m?t?k],adj.系统的 体系的
2,welch,[welt?],v.逃避债务
2,grape,[ɡre?p],n.葡萄 葡萄树
2,juice,[d?u?s],n. 水果 汁 液
2,wealth,[welθ],n.财富 财产 大量
2,ease,[i?z],n.安逸 安心 不费力 悠闲vt.使悠闲 使安心 减轻 放松vi.减弱 减轻 放松 灵活地移动
1,orientation,[??ri?n'te???n],n.方向 方位 定位 倾向性 向东方
1,freshman,[fre?m?n],n.新生 大学一年级学生
1,duration,[dj?'re???n],n.持续时间 为期
1,board,[b??d],n.木板  供特殊用途的 木板 甲板 膳食费用 会议桌 部vt.用板盖上 包饭 提供膳食 上 船、飞机等 
1,texas,[?teks?s],n.德克萨斯州 美国州名 
1,airport,[e?p??t],n.<主美>小型民用机场 私人飞机降落场
1,destination,[dest?'ne???n],n.目的地 [计] 目的文件 目的单元格
1,mix,[m?ks],v.使混和 混淆 混合n.混合
1,correct,[k?'rekt],adj.正确的 恰当的 端正的vt.改正 纠正 告诫 惩戒
1,checkup,[t?ek?p],n.审查 检查 鉴定 身体检查
1,charter,[t?ɑ?t?],vt.租 包 船、车等 n.宪章
1,weigh,[we?],vt.称...重量 称vi.重 若干 
1,kilogram,[k?l?ɡr?m],n.[物]千克 公斤
1,africa,[?fr?k?],n.非洲
1,smooth,[smu??],adj.平滑的 平坦的 平稳的 无毛的 流畅的 圆滑的 安祥的vt.使光滑 烫平 使优雅 消除vi.变平滑 变平静n.一块平地 平滑部分
1,sue,[sju?],vt.控告 向...请求 请愿vi.提出诉讼 提出请求
1,popularity,[p?pj?'l?r?ti],n.普及 流行 声望
1,frequent,[fri?kw?nt],adj.时常发生的 频繁的
1,above,[?'b?v],adj.上面的 上述的 上文的 adv.在上面 prep.在...上方 过于 超出
1,sea,[si?],n.海洋 大浪 大量 许多
1,water,[w??t?],n.水 雨水 海水 水位 水面 流体vt.喷淋 供以水 注入水 使湿vi.流泪 加水adj.水的 水上的 水生的 含水的
1,beach,[bi?t?],n.海滩
1,wooden,[w?d?n],adj.木制的
1,deck,[dek],n.甲板 舰板 覆盖物 一副 纸牌 vt.装饰 修饰 打扮 装甲板
1,celebrate,[sel?bre?t],v.庆祝 祝贺 表扬 赞美 举行
1,anniversary,[?n?'v??s?ri],n.周年纪念
1,legal,[li?ɡ?l],adj.法律的 法定的 合法
1,drought,[dra?t],n.干旱 缺乏
1,domesticate,[d?'mest?ke?t],vt.驯养 使安于土地 教化
1,egg,[eɡ],n.蛋 鸡蛋 卵v.怂恿 怂恿
1,poison,[p??z?n],n.毒药 败坏道德之事 毒害vt.毒害 败坏 使中毒vi.放毒 下毒
1,somewhere,[s?mwe?],adv.某处 在某处
1,oversee,[??v?'si?],v.俯瞰 监视 检查 视察
1,herself,[?'self], pron.她自己 她本人亲自
1,discuss,[d?'sk?s],vt.讨论 论述
1,independently,[??nd?'pend?ntl?],adv.独立地 自立地
1,homework,[?h??m?w??k],n.家庭作业 副业
1,slim,[sl?m],adj.苗条的 纤细的 不足取的 无价值的 细长的v.变细 减肥
1,impractical,[?m'pr?kt?k?l],adj.不切实际的 昧于实际的
1,unmanageable,[?n'm?n?d??b?l],adj.难管理的 难处理的 难操纵的 处理不了的
1,inconsistent,[?nk?n's?st?nt],adj.不一致的 不协调的 矛盾的
1,unfair,[?n'fe?],adj.不公平的
1,bonus,[b??n?s],n.奖金 红利
1,disable,[d?s'e?b?l],v.使残废 使失去能力 丧失能力
1,specially,[spe??li],adv.特别地 临时地
1,behalf,[b?'hɑ?f],n.为 利益
1,distinctive,[d?'st??kt?v],adj.与众不同的 有特色的
1,handwriting,[h?ndra?t??],n.笔迹 书写体 书法 笔势
1,punish,[p?n??],vt.惩罚 处罚
1,ed,[?d],n.Edmund Edward Edwin 之昵称 [军] Engineering Development 工程研制
1,commitment,[k?'m?tm?nt],n.委托事项 许诺 承担义务
1,ri,[],n.<日>日本里 =3.93公里 
1,indicator,[?nd?ke?t?],n.指示器 [化]指示剂
1,admirable,[?dm?r?b?l],adj.令人倾佩的 值的赞美的 绝妙的 极好的
1,strength,[stre?θ],n.力 力量 力气 实力 兵力 浓度
1,shortcoming,[???tk?m??],n.缺点 短处
1,asset,[?set],n.资产 有用的东西
1,initiate,[??n??ie?t],vt.开始 发动 传授v.开始 发起
1,confuse,[k?n'fju?z],vt.搞乱 使糊涂
1,extremely,[?k'stri?mli],adv.极端地 非常地
1,genius,[d?i?ni?s],n.天才 天赋 天才人物
1,san,[],Storage Area Networks 存储区域网
1,until,[?n't?l], prep.到...为止 在...以前 conj.到...为止 在...以前 直到...才
1,myself,[ma?'self], pron.我自己 我亲自 我本人
1,ridicule,[r?d?kju?l],n.嘲笑 奚落v.嘲笑 奚落
1,readily,[red?li],adv.乐意地 欣然 容易地
1,complain,[k?m'ple?n],v.抱怨 悲叹 控诉
1,sum,[s?m],n.总数 和 金额 算术题
1,underline,[?nd?'la?n],vt.在...下面划线 作...的衬里 加下划线 强调n.下划线
1,erin,[?i?rin],n.Ireland的诗名
1,therapist,[θer?p?st],n.临床医学家
1,prevalence,[prev?l?ns],n.流行
1,majority,[m?'d??r?ti],n.多数 大半n.[律] 成年
1,scope,[sk??p],n. 活动 范围 机会 余地
1,laborious,[l?'b??ri?s],adj. 指工作 艰苦的 费力的  指人 勤劳的
1,ob,[??b], 鄂毕湾 靠苏联西西伯利亚北岸 
1,assumption,[?'s?mp??n],n.假定 设想 担任 承当 假装 作态 圣母升天
1,inside,[?nsa?d],n.里面 内部 内脏 内情adj.内部的 秘密的 于室内工作的adv.在里面 prep.在...之内
1,nova,[n??v?],n.[天]新星
1,southeastern,[sa?θ'i?st?n],adj.东南方的
1,wholly,[h??lli],adv.整个 统统 全部 专门地
1,calmness,[kɑ?mn?s],n.平静 冷静 镇静
1,sympathy,[s?mp?θi],n.同情 同情心
1,prime,[pra?m],n.最初 青春 精华adj.主要的 最初的 有青春活力的 最好的 第一流的 根本的 [数]素数的v.预先准备好 <口>让人吃 喝 足 灌注 填装
1,jess,[d?es],n.鹰的脚带vt.系以脚带
1,familiar,[f?'m?li?],adj.熟悉的 常见的 听惯的 亲近的 随便的n.密友 熟客 常客
1,thread,[θred],n.线 细丝 线索 思路 螺纹
1,internet,[?nt?net], 因特网 国际互联网络 网际网
1,invisible,[?n'v?z?b?l],adj.看不见的 无形的
1,apparent,[?'p?r?nt],adj.显然的 外观上的
1,unattainable,[?n?'te?n?b?l],adj.难到达的 做不到的
1,fly,[fla?],n.苍蝇 两翼昆虫 飞行vi.飞翔 飘扬 溃逃vt.飞越 使飘扬 逃脱adj.机敏的 敏捷的
1,sanity,[s?n?ti],n.心智健全
1,overwork,[??v?'w??k],n.过度操劳 过度工作v. 使 工作过度
1,ready,[redi],adj.有准备的 准备完毕的 甘心的 情愿的 现成的 迅速的
1,fatigue,[f?'ti?ɡ],n.疲乏 疲劳 累活 [军]杂役vt.使疲劳 使心智衰弱vi.疲劳
1,normalize,[n??m?la?z],v.规格化
1,shrug,[?r?ɡ],n.耸肩v.耸肩
1,chest,[t?est],n.胸腔 胸膛 箱 柜
1,pain,[pe?n],n.痛苦 疼 痛 劳苦 努力vt.使痛苦
1,problematic,[pr?bl?'m?t?k],adj.问题的 有疑问的
1,die,[da?],vi.死亡 消逝 平息 渴望 漠然 熄灭vt.死n.骰子 钢型 硬模 冲模
1,vital,[va?t?l],adj.生死攸关的 重大的 生命的 生机的 至关重要的 所必需的
1,obviously,[??bvi?sli],adv.明显地
1,chalk,[t???k],n.粉笔 白垩vt.用粉笔写 和以白垩
1,broad,[br??d],adj.宽的 阔的 广泛的 明朗的 露骨的 显著的 主要的adv.宽阔地n.宽阔部分
1,disrespectful,[?d?sr?'spektfl],adj.失礼的 无礼的
1,undermine,[?nd?'ma?n],v.破坏
1,decision,[d?'s???n],n.决定 决心 决议 结果 果断 坚定
1,ideally,[a?'d??li],adv.理想地 在观念上地 完美地
1,dismissive,[d?s'm?s?v],adj.表示轻视的
1,head,[hed],n.头 头脑 领袖  队伍 名单等 最前的部分 人 顶点vt.作为...的首领 朝向 前进 用头顶vi.成头状物 出发adj.头的 主要的
1,equitable,[ekw?t?b?l],adj.公平的 公正的 平衡法的
1,household,[ha?sh??ld],n.一家人 家庭 家族 王室adj.家庭的 家族的 家属的 普通的 平常的
1,apart,[?'pɑ?t],adv.分离 分成零件 分别地 分离着adj.分开的
1,fully,[f?li],adv.充分地 完全地 足足 至少
1,variant,[ve?ri?nt],adj.不同的n.变量
1,parasitic,[p?r?'s?t?k], 寄生的
1,capitalism,[k?p?t?l?z?m],n.资本主义
1,whereby,[we?'ba?],adv.凭什么 为何
1,profit,[pr?f?t],n.利润 益处 得益vi.得益 利用vt.有益于 有利于
1,extract,[?k'str?kt],n.精 汁 榨出物 摘录 选粹vt.拔出 榨取 开方 求根 摘录 析取 吸取
1,chorus,[k??r?s],n.合唱 合唱队 齐声
1,advocate,[?dv?k?t],n.提倡者 鼓吹者vt.提倡 鼓吹
1,inefficiency,[?n?'f???nsi],n.无效率 无能
1,illustration,[?l?'stre???n],n.说明 例证 例子 图表 插图 插图 图解
1,speculation,[spekj?'le???n],n.思索 做投机买卖
1,meaningful,[mi?n??f?l],adj.意味深长的
1,rough,[r?f],adj.粗糙的 粗略的 大致的 粗野的 粗暴的 粗略叙述的v.大体描述adv.粗糙地
1,onto,[?nt?], prep.在...之上
1,expropriation,[?eks?pr??pr?'e??n],n.征用 征收 收用
1,absorb,[?b's??b],vt.吸收 吸引
1,production,[pr??d?k??n],n.生产 产品 作品  研究 成果
1,traditionally,[tr?'d???n?l?],adv.传统上 传说上
1,lively,[la?vl?],adj.活泼的 活跃的 栩栩如生的 真实的
1,atmosphere,[?tm?sf??],n.大气 空气 气氛
1,rapidity,[r?'p?d?t?],n.速度 迅速 急速
1,acclimatization,[??kla?m?ta?'ze???n],n.环境适应性
1,shelve,[?elv],vt.置于架子上 缓议 搁置 解雇vi.倾斜
1,yahoo,[jɑ?hu?], 美国Yahoo公司 提供Internet上的目录信息检索服务
1,expense,[?k'spens],n.费用 代价 损失 开支 费钱之物
1,discourage,[d?s'k?r?d?],vt.使气馁 阻碍
1,spirit,[sp?r?t],n.精神 灵魂 幽灵 妖精 勇气 火力 热情 情绪vt.诱拐 鼓励 鼓舞
1,invade,[?n've?d],vt.侵略 侵袭 拥挤
1,privacy,[pra?v?si],n.独处而不受干扰 秘密
1,exemplify,[?ɡ'zempl?fa?],vt.例证 例示 作为...例子
1,opinion,[?'p?nj?n],n.意见 看法 主张 判断 评价
1,temporary,[temp?r?ri],adj.暂时的 临时的 临时性
1,loyalty,[l???lti],n.忠诚 忠心
1,thirst,[θ??st],n.渴 口渴  ～ for 渴望 热望
1,dangerous,[de?nd??r?s],adj.危险的
1,downfall,[da?nf??l],n.衰败 垮台 大雨 落下
1,complexity,[k?m'pleks?ti],n.复杂 性  复杂的事物 复杂性
1,pin,[p?n],n.钉 销 栓 大头针 别针 腿vt.钉住 别住 阻止 扣牢 止住 牵制
1,tricky,[tr?ki],adj.狡猾的 机警的
1,consensus,[k?n'sens?s],n.一致同意 多数人的意见 舆论
1,agree,[?'ɡri?],vi.同意 赞成...的意见 与...一致 承认 适合vt.同意
1,component,[k?m'p??n?nt],n.成分adj.组成的 构成的
1,makeup,[me?k?p],n.天性 化妆品 补充 虚构 组成 结构 补考 体格
1,accomplish,[?'k?mpl??],vt.完成 达到 实现
1,gigantic,[d?a?'ɡ?nt?k],adj.巨人般的 巨大的
1,prefer,[pr?'f??],vt.更喜欢 宁愿
1,novelty,[n?v?lti],n.新颖 新奇 新鲜 新奇的事物
1,exposure,[?k'sp????],n.暴露 揭露 暴光 揭发 揭露 位向 方向 陈列
1,stake,[ste?k],n.树桩
1,perfectly,[p??f?ktli],adj.极佳地 完美的adv.很 完全 完美地
1,proficient,[pr??fi??nt],n.精通
1,milestone,[ma?lst??n],n.里程碑 里程标 重要事件 转折点
1,seventeen,[sev?n'ti?n], num.十七n.十七个
1,arctic,[ɑ?kt?k],adj.北极的 北极区的n.北极 北极圈
1,region,[ri?d??n],n.区域 地方  世界上某个特定的 地区  艺术 科学等的 领域  大气 海水等的 层
1,mode,[m??d],n.方式 模式 样式 时尚
1,northern,[n????n],adj.北方的 北部的
1,landscape,[l?ndske?p],n.风景 山水画 地形 前景v.美化
1,forward,[f??w?d],adj.早的 迅速的 前进的vt.转寄 促进 运送adv.向前地 向将来n.[体] 足球等 前锋
1,campus,[k?mp?s],n.<美>校园 大学教育
1,organizer,[??ɡ?na?z?],n.组织者 建立者 筹办者
1,damp,[d?mp],n.湿气adj.潮湿的vt.使潮湿 阻尼 使衰减 使沮丧 控制 抑止
1,sweat,[swet],n.汗v. 使 出汗
1,killer,[k?l?],n.杀手 凶手 杀人魔
1,chase,[t?e?s],n.追赶 追击vt.追赶 追逐 雕镂
1,dark,[dɑ?k],n.黑暗 夜 黄昏 暗色 无知 模糊adj.黑暗的 暗的  头发、皮肤等 黑色的 隐秘的 无知的 隐晦的 模糊的
1,unsettle,[?n'set?l],v.不安
1,haunt,[h??nt],v.神鬼出没
1,dreamer,[dri?m?],n.做梦的人 梦想家
1,lucid,[lu?s?d],adj.明晰的
1,possibly,[p?s?bli],adv.可能地 或者
1,unpleasant,[?n'plez?nt],adj.使人不愉快的 讨厌的
1,therapy,[θer?pi],n.治疗
1,ti,[ti?], [军] Technical Inspection 技术检查 [军] Thermal Imager 热成像 美国德州仪器公司 生产芯片及计算机产品 symb [化]钛  titanium  <音>全音阶的第7音
1,rachel,[?re?t?l],adj.&n. 化妆品的 浅黄褐色 的  Rachel 雷切尔 女子名 
1,sala,[],n.大厅 起居室 接待室
1,baltimore,[?b??ltim??],n.巴尔的摩 美国马里兰州的一城市
1,cycle,[sa?k?l],n.周期 循环 自行车 一段时间 整套  电学 周波vi.循环 轮转 骑自行车vt.使循环 使轮转
1,mechanical,[m?'k?n?k?l],adj.机械的 机械制的 机械似的 呆板的
1,rigorous,[r?ɡ?r?s],adj.严格的 严厉的 严酷的 严峻的
1,depart,[d?'pɑ?t],vi.离开 起程 不按照 逝世adj.过去的 逝世的
1,timidity,[t?'m?d?t?],n.胆怯
1,fundamentally,[f?nd?'ment?li],adv.基础地 根本地
1,doubt,[da?t],n.怀疑 疑惑 疑问v.怀疑 不信 拿不准 <古>恐怕
1,double,[d?b?l],n.两倍 [计] 双精度型adj.两倍的 双重的vt.使加倍vi.加倍 快步走 加倍努力
1,periodic,[p??ri'?d?k],adj.周期的 定期的
1,nine,[na?n], num.九 九个
1,site,[sa?t],n.地点 场所 遗址vt.定...的地点n.站点
1,meanwhile,[mi?nwa?l],  =meantime n.其间 其时 adv.其间
1,insist,[?n's?st],v.坚持 强调
1,pattern,[p?t?n],n.模范 式样 模式 样品 格调 图案vt.模仿 仿造 以图案装饰vi.形成图案
1,previous,[pri?vi?s],adj.在前的 早先的adv.在...以前 返回上一级菜单
1,assign,[?'sa?n],vt.分配 指派v.赋值 [计] 将驱动器符重定向至第二个驱动器符
1,theme,[θi?m],n. 谈话 写作等的 题目 主题 学生的作文 作文题 [音乐] 主题 主题曲 主旋律
1,accidentally,[?ks?'dent?li],adv.偶然地 意外地
1,score,[sk??],n.得分 乐谱 抓痕 二十 终点线 刻痕 帐目 起跑线vt.把...记下 刻划 划线 获得 评价vi.记分 刻痕 得分
1,ent,[i?en'ti?],ears nose throat [医]耳鼻喉科
1,imagine,[?'m?d??n],vt.想象 设想
1,sentence,[sent?ns],n.句子 判决 宣判 文句vt.宜判 判决
1,sophisticate,[s?'f?st?ke?t],n.久经世故的人 老油条 精于...之道的人vt.篡改 曲解 使变得世故 掺合 弄复杂vi.诡辩
1,comprehend,[k?mpr?'hend],vt.领会 理解 包括 包含  由...组成
1,chapter,[t??pt?],n. 书籍 章
1,currently,[k?r?ntli],adv.普遍地 通常地 现在 当前
1,excessive,[?k'ses?v],adj.过多的 过分的 额外
1,restriction,[r?'str?k??n],n.限制 约束
1,latter,[l?t?],adj.后面的  两者中 后者的 较后的 近来的
1,fiction,[f?k??n],n.虚构 编造 小说
1,citizen,[s?t?z?n],n.市民 公民
1,print,[pr?nt],n.版 印刷物 印迹 印章 印刷业 照片v.印刷 出版 印于 用印刷体写 [计]打印
1,decrease,[d?'kri?s],n.减少 减少之量v.减少
1,youngster,[j??st?],n.年青人 少年
1,safe,[se?f],n.保险箱 饭橱 菜橱 冷藏室adj.免受攻击的 安全的 可靠的 有把握的
1,offend,[?'fend],v.犯罪 冒犯 违反 得罪 使...不愉快
1,imply,[?m'pla?],vt.暗示 意味
1,attitude,[?t?tju?d],n.姿势 态度 看法 意见
1,indifference,[?n'd?fr?ns],n.不关心
1,terminology,[t??m?'n?l?d?i],n.术语学
1,asia,[e???],n.亚洲
1,surprisingly,[s??pra?z??li],adv.令人惊讶地
1,rest,[rest],n.休息 静止 支持物 台 架 [音]休止符 其余 其他vi.休息 睡眠 静止 依靠 搁在 保持 状态  取决于vt.使休息 使静止 睡眠 依靠 搁在
1,classification,[kl?s?f?'ke???n],n.分类 分级
1,context,[k?ntekst],n.上下文 文章的前后关系
1,french,[frent?],n.法国人 法语adj.法国的 法国人的 法语的
1,greeting,[ɡri?t??],n.祝贺 问候
1,restrict,[r?'str?kt],vt.限制 约束 限定
1,nd,[],n.[化] 钕 一种化学元素 
1,acquaintance,[?'kwe?nt?ns],n.相识 熟人
1,greet,[ɡri?t],vt.问候 向...致意 获悉 消息  映入眼帘
1,african,[?fr?k?n],n.非洲人adj.非洲的
1,publicly,[p?bl?kli],adv.公然地 舆论上
1,brotherhood,[br???h?d],n.手足情谊 兄弟关系
1,opposite,[?p?z?t],adj.相对的 对面的 对立的 相反的 对等的 对应的n.相反的事物
1,sex,[seks],n.性别 男性或女性 性欲 <口>性交 <俚>生殖器 阴茎vt.区别...的性别 引起...的性欲
1,perceive,[p?'si?v],vt.察觉v.感知 感到 认识到
1,consent,[k?n'sent],vi.同意 赞成 答应n.同意 赞成 允诺
1,beforehand,[b?'f??h?nd],adv.预先
1,offensive,[?'fens?v],adj.讨厌的 无礼的 攻击性的n.进攻 攻势
1,warmth,[w??mθ],n.暖和 温暖 热心 热情
1,civilize,[s?v?la?z],vt.使开化 使文明 教化
1,sensitive,[sens?t?v],adj.敏感的 灵敏的 感光的
1,unacceptable,[?n?k'sept?b?l],adj.无法接受的 不受欢迎的
1,unfamiliar,[?nf?'m?lj?],adj.新奇的 不熟悉的 没有经验的
1,preference,[pref?r?ns],n.偏爱 优先选择
1,dynamic,[da?'n?m?k],adj.动力的 动力学的 动态的
1,yale,[je?l],n.耶鲁
1,stud,[st?d],n.大头钉 钮扣 饰纽 柱头螺栓 马群v.用饰纽装饰 散布
1,inherent,[?n'h??r?nt],adj.固有的 内在的 与生俱来的
1,integrative,[?nt?ɡre?t?v],adj.综合的 一体化的
1,instruct,[?n'str?kt],vt.教 教导 命令 指示 通知
1,code,[k??d],n.代码 代号 密码 编码v.编码
1,chemistry,[kem?stri],n.化学
1,useful,[ju?sf?l],adj.有用的 有益的 有帮手的
1,visual,[v????l],adj.看的 视觉的 形象的 栩栩如生的
1,devise,[d?'va?z],vt.设计 发明 图谋 作出 计划  想出 办法  遗赠给n.遗赠
1,multiple,[m?lt?p?l],adj.多样的 多重的n.倍数 若干v.成倍增加
1,employment,[?m'pl??m?nt],n.雇用 使用 利用 工作 职业
1,press,[pres],n.压 按 印刷 压力 拥挤 紧握 新闻vt.压 压榨 紧抱 逼迫vi.压 逼迫 拥挤 受压
1,unemployed,[?n?m'pl??d],adj.失业的 未被利用的
1,seeker,[si?k?],n.搜索者 探求者
1,adaptable,[?'d?pt?b?l],adj.能适应的 可修改的
1,profound,[pr?'fa?nd],adj.深刻的 意义深远的 渊博的 造诣深的
1,witness,[w?tn?s],n.[律]证人 目击者 证据 证明 证词vt.目击 为...作证 证明 表明vi.作证 成为证据
1,feasible,[fi?z?b?l],adj.可行的 切实可行的
1,interdisciplinary,[?nt?d?s?'pl?n?ri], 各学科间的
1,union,[ju?nj?n],n.联合 合并 结合 联盟 协会
1,procedure,[pr?'si?d??],n.程序 手续
1,pierce,[p??s],vt.刺穿 刺破 穿透 突破 深深感动
1,bone,[b??n],n.骨v.剔除
1,lung,[l??],n.肺 呼吸器 肺脏
1,cancer,[k?ns?],n.癌 毒瘤
1,cough,[k?f],n.咳嗽v.咳嗽
1,surgical,[s??d??k?l],adj.外科的 外科医生的 手术上的n.外科病房 外科手术
1,injure,[?nd??],vt.损害 伤害v.伤害
1,alice,[??lis],n.艾丽丝 女子名 
1,gray,[ɡre?],n.灰色 暗淡 灰暗adj.灰色的 灰白的 老的 老练的 阴沉的 <美俚>广告商的 广告业的 v. 使 变灰色
1,lovely,[l?vli],adj.可爱的 有趣的
1,forest,[f?r?st],n.森林 林木 <英>御猎场adj.森林的 住在森林中的vt.植树于
1,rebuild,[ri?'b?ld],v.重建 改造 复原 重新组建
1,fence,[fens],n.栅栏 围墙 剑术vt.用篱笆围住 练习剑术 防护vi.击剑 围以栅栏 跳过栅栏 搪塞
1,replant,[ri?'plɑ?nt],v.再植 改种 移 民  使复位
1,heavy,[hevi],adj.重的 繁重的 巨大的 沉重的 阴沉的adv.沉重地 笨重地 大量地n.重物 严肃角色
1,install,[?n'st??l],vt.安装 安置 使就职
1,camera,[k?m?r?],n.照相机
1,sheep,[?i?p],n.羊 绵羊 羞答答的人 胆小鬼 信徒
1,disappearance,[d?s?'p??r?ns],n.不见 消失
1,ton,[t?n],n.吨 [pl.] 大量 许多
1,precious,[pre??s],adj.宝贵的 贵重的 珍爱的 过于精致的 珍爱的
1,metal,[met?l],n.金属
1,emergency,[?'m??d??nsi],n.紧急情况 突然事件 非常时刻 紧急事件
1,crow,[kr??],n.乌鸦 似乌鸦的鸟 撬棍vi.啼叫 报晓  婴孩 格格地笑
1,cooperate,[k????p?re?t],vi.合作 协作
1,complaint,[k?m'ple?nt],n.诉苦 抱怨 牢骚 委屈 疾病
1,reconsider,[ri?k?n's?d?],v.重新考虑 重新审议
1,payment,[pe?m?nt],n.付款 支付 报酬 偿还 报应 惩罚
1,upload,[??p?l??d],上载
1,download,[?da?n?l??d],下载 下传
1,menu,[menju?],n.菜单
1,locate,[l??'ke?t],vt.查找...的地点 使...坐落于 位于v.定位 位于
1,oily,[??li],adj.油的 油滑的 油腔滑调的
1,spicy,[spa?si],adj.加香料的 出产香料的 辛辣的 有风味的
1,picky,[p?ki],adj.吹毛求疵的 好挑剔的 过分讲究的
1,behaviour,[b?'he?vj?],n.行为 举止 习性
1,alike,[?'la?k],adj.相同的 相似的adv.以同样的方式 类似于
1,behavioural,[b?'he?vj?r?l],adj.动作的
1,novel,[n?v?l],n.小说 长篇故事adj.新奇的 新颖的 异常的
1,collection,[k?'lek??n],n.收藏 征收 搜集品 捐款
1,sample,[sɑ?mp?l],n.标本 样品 例子vt.取样 采样 抽取...的样品 试验的一部分 尝试
1,investigation,[?nvest?'ɡe???n],n.调查 研究
1,mere,[m??],adj.仅仅的 起码的 纯粹的
1,regulate,[reɡj?le?t],vt.管制 控制 调节 校准
1,breathe,[bri??],v.呼吸 发出
1,slow,[sl??],adj.慢的 迟钝的 不活跃的 缓慢的v. ～ down  使 慢下来  使 减速 减缓adv.缓慢
1,circulation,[s??kj?'le???n],n.循环 流通 发行额
1,sad,[s?d],adj.忧愁的 悲哀的
1,entrepreneur,[?ntr?pr?'n??],n.<法>企业家 主办人
1,hill,[h?l],n.小山 丘陵 斜坡 山岗
1,blueprint,[blu?pr?nt],n.蓝图 设计图 计划vt.制成蓝图 计划
1,building,[b?ld??],n.建筑物 营造物 如房屋 大楼 工厂 船等 
1,observe,[?b'z??v],vt.观察 观测 遵守 评述 说
1,timber,[t?m'b??],n.木材 木料
1,brick,[br?k],n.砖 砖块 砖形物 如茶砖 冰砖等  <口>心肠好的人
1,current,[k?r?nt],adj.当前的 通用的 流通的 现在的 草写的 最近的n.涌流 趋势 电流 水流 气流
1,preserve,[pr?'z??v],vt.保护 保持 保存 保藏vi.做蜜饯 禁猎n.蜜饯 果酱 禁猎地 禁区 防护物
1,copy,[k?pi],n.副本 拷贝 摹仿 一册v.复印 复制 拷贝 抄袭
1,restore,[r?'st??],vt.恢复 使回复 归还 交还 修复 重建
1,commonly,[?k?m?nli],adv.普通地 一般地
1,avon,[?e?v?n],n.英国中部一河
1,church,[t???t?],n.教堂 礼拜堂 教会 教派 [宗]礼拜
1,customary,[k?st?m?ri],adj.习惯的 惯例的
1,wait,[we?t],v. ～ for 等待 等候n.等待 等待时间
1,date,[de?t],n.日期 日子  历史上某一 年代 时期 约会 枣椰子vt.约会 定日期vi.注明...的日期 过时 [计] 显示或设置系统日期
1,death,[deθ],n.死 死亡 致死的原因 毁灭 屠杀
1,extensively,[?k'stens?vli],adv.广阔地
1,survive,[s?'va?v],v.幸免于 幸存 生还
1,biographical,[ba??'ɡr?f?k?l],adj.传记的
1,primarily,[pra?'mer?li],adv.首先 起初 主要地 根本上
1,noble,[n??b?l],adj.高尚的 贵族的 高贵的n.贵族
1,son,[s?n],n.儿子 女婿  长者对年轻男子的称呼 孩子 <基督教>圣子 耶稣基督
1,leather,[le??],n.皮革 皮革制品
1,trader,[tre?d?],n.商人 商船
1,grammar,[ɡr?m?],n.文法 有关原理的书 入门的书
1,literature,[l?tr?t??],n.文学 作品  文艺 著作 文献
1,anne,[?n], 圣安妮 据基督教<<圣经>> 外传 载系圣母马利亚的母亲 7月26 日是她的纪念节 
1,london,[l?nd?n],n.伦敦
1,range,[re?nd?],n.山脉 行列 范围 射程vt.排列 归类于 使并列 放牧vi.平行 延伸 漫游
1,contemporary,[k?n?temp?r?ri],n.同时代的人adj.当代的 同时代的
1,ben,[ben],n.内室 或起居室 
1,jonson,[?d??nsn],n.[姓氏] 琼森
1,capture,[k?pt??],n.捕获 战利品vt.俘获 捕获 夺取
1,precision,[pr?'s???n],n.精确 精密度 精度
1,classical,[kl?s?k?l],adj.古典的 正统派的 古典文学的
1,conclusively,[k?n'klu?s?vl?],adv.最后地
